cpu_openvino:1: 149.15: 6.70:vit_b_16:FP16
gpu_openvino:1: 244.94: 4.08:vit_b_16:FP16
cpu_openvino:1: 77.89: 12.84:vgg11:FP16
gpu_openvino:1: 17.75: 56.34:vgg11:FP16
cpu_openvino:1: 37.84: 26.43:resnet50:FP16
gpu_openvino:1: 18.01: 55.54:resnet50:FP16
cpu_openvino:2: 367.50: 5.44:vit_b_16:FP16
gpu_openvino:2: 276.65: 7.23:vit_b_16:FP16
cpu_openvino:2: 126.58: 15.80:vgg11:FP16
gpu_openvino:2: 77.60: 25.77:vgg11:FP16
cpu_openvino:2: 65.95: 30.33:resnet50:FP16
gpu_openvino:2: 28.85: 69.32:resnet50:FP16
cpu_openvino:4: 593.01: 6.75:vit_b_16:FP16
gpu_openvino:4: 329.64: 12.13:vit_b_16:FP16
cpu_openvino:4: 246.91: 16.20:vgg11:FP16
gpu_openvino:4: 109.77: 36.44:vgg11:FP16
cpu_openvino:4: 125.09: 31.98:resnet50:FP16
gpu_openvino:4: 46.11: 86.76:resnet50:FP16
cpu_openvino:6: 839.82: 7.14:vit_b_16:FP16
gpu_openvino:6: 394.66: 15.20:vit_b_16:FP16
cpu_openvino:6: 348.46: 17.22:vgg11:FP16
gpu_openvino:6: 99.82: 60.11:vgg11:FP16
cpu_openvino:6: 182.83: 32.82:resnet50:FP16
gpu_openvino:6: 69.35: 86.52:resnet50:FP16
cpu_openvino:10: 1574.57: 6.35:vit_b_16:FP16
gpu_openvino:10: 727.92: 13.74:vit_b_16:FP16
cpu_openvino:10: 588.88: 16.98:vgg11:FP16
gpu_openvino:10: 157.05: 63.67:vgg11:FP16
cpu_openvino:10: 300.58: 33.27:resnet50:FP16
gpu_openvino:10: 116.81: 85.61:resnet50:FP16
cpu_openvino:20: 3078.52: 6.50:vit_b_16:FP16
gpu_openvino:20: 1337.01: 14.96:vit_b_16:FP16
cpu_openvino:20: 1068.95: 18.71:vgg11:FP16
gpu_openvino:20: 287.80: 69.49:vgg11:FP16
cpu_openvino:20: 591.61: 33.81:resnet50:FP16
gpu_openvino:20: 223.77: 89.38:resnet50:FP16
cpu_openvino:1: 147.69: 6.77:vit_b_16:FP32
gpu_openvino:1: 650.24: 1.54:vit_b_16:FP32
cpu_openvino:1: 78.01: 12.82:vgg11:FP32
gpu_openvino:1: 53.39: 18.73:vgg11:FP32
cpu_openvino:1: 36.40: 27.47:resnet50:FP32
gpu_openvino:1: 24.34: 41.08:resnet50:FP32
cpu_openvino:2: 374.30: 5.34:vit_b_16:FP32
gpu_openvino:2: 675.30: 2.96:vit_b_16:FP32
cpu_openvino:2: 126.71: 15.78:vgg11:FP32
gpu_openvino:2: 111.82: 17.89:vgg11:FP32
cpu_openvino:2: 64.37: 31.07:resnet50:FP32
gpu_openvino:2: 42.56: 46.99:resnet50:FP32
cpu_openvino:4: 590.12: 6.78:vit_b_16:FP32
gpu_openvino:4: 789.10: 5.07:vit_b_16:FP32
cpu_openvino:4: 246.83: 16.21:vgg11:FP32
gpu_openvino:4: 185.31: 21.59:vgg11:FP32
cpu_openvino:4: 125.77: 31.81:resnet50:FP32
gpu_openvino:4: 86.07: 46.47:resnet50:FP32
cpu_openvino:6: 906.68: 6.62:vit_b_16:FP32
gpu_openvino:6: 858.13: 6.99:vit_b_16:FP32
cpu_openvino:6: 346.26: 17.33:vgg11:FP32
gpu_openvino:6: 168.55: 35.60:vgg11:FP32
cpu_openvino:6: 181.52: 33.06:resnet50:FP32
gpu_openvino:6: 120.68: 49.72:resnet50:FP32
cpu_openvino:10: 1581.45: 6.32:vit_b_16:FP32
gpu_openvino:10: 1554.70: 6.43:vit_b_16:FP32
cpu_openvino:10: 586.34: 17.05:vgg11:FP32
gpu_openvino:10: 410.52: 24.36:vgg11:FP32
cpu_openvino:10: 300.14: 33.32:resnet50:FP32
gpu_openvino:10: 197.21: 50.71:resnet50:FP32
cpu_openvino:20: 3076.67: 6.50:vit_b_16:FP32
gpu_openvino:20: 2675.35: 7.48:vit_b_16:FP32
cpu_openvino:20: 1067.56: 18.73:vgg11:FP32
gpu_openvino:20: 486.66: 41.10:vgg11:FP32
cpu_openvino:20: 594.13: 33.66:resnet50:FP32
gpu_openvino:20: 385.85: 51.83:resnet50:FP32
