gpu_openvino:1: 21.63: 46.24:resnet50:FP32
cpu_openvino:2: 82.00: 24.39:vit_b_16:FP32
gpu_openvino:2: 563.56: 3.55:vit_b_16:FP32
cpu_openvino:2: 40.82: 49.00:vgg11:FP32
gpu_openvino:2: 68.11: 29.37:vgg11:FP32
cpu_openvino:2: 21.95: 91.11:resnet50:FP32
gpu_openvino:2: 41.22: 48.53:resnet50:FP32
cpu_openvino:4: 270.12: 14.81:vit_b_16:FP32
gpu_openvino:4: 609.92: 6.56:vit_b_16:FP32
cpu_openvino:4: 124.07: 32.24:vgg11:FP32
gpu_openvino:4: 127.00: 31.50:vgg11:FP32
cpu_openvino:4: 43.21: 92.57:resnet50:FP32
gpu_openvino:4: 79.70: 50.19:resnet50:FP32
cpu_openvino:6: 235.25: 25.50:vit_b_16:FP32
gpu_openvino:6: 662.85: 9.05:vit_b_16:FP32
cpu_openvino:6: 105.07: 57.11:vgg11:FP32
gpu_openvino:6: 170.83: 35.12:vgg11:FP32
cpu_openvino:6: 59.76: 100.40:resnet50:FP32
gpu_openvino:6: 117.68: 50.99:resnet50:FP32
cpu_openvino:8: 412.00: 19.42:vit_b_16:FP32
gpu_openvino:8: 709.66: 11.27:vit_b_16:FP32
cpu_openvino:8: 137.04: 58.38:vgg11:FP32
gpu_openvino:8: 240.50: 33.26:vgg11:FP32
cpu_openvino:8: 78.20: 102.31:resnet50:FP32
gpu_openvino:8: 156.67: 51.06:resnet50:FP32
cpu_openvino:10: 405.09: 24.69:vit_b_16:FP32
gpu_openvino:10: 1366.67: 7.32:vit_b_16:FP32
cpu_openvino:10: 184.73: 54.13:vgg11:FP32
gpu_openvino:10: 303.23: 32.98:vgg11:FP32
cpu_openvino:10: 97.03: 103.06:resnet50:FP32
gpu_openvino:10: 195.16: 51.24:resnet50:FP32
cpu_openvino:20: 990.42: 20.19:vit_b_16:FP32
gpu_openvino:20: 2316.31: 8.63:vit_b_16:FP32
cpu_openvino:20: 407.72: 49.05:vgg11:FP32
gpu_openvino:20: 562.05: 35.58:vgg11:FP32
cpu_openvino:20: 246.36: 81.18:resnet50:FP32
gpu_openvino:20: 390.07: 51.27:resnet50:FP32
cpu_openvino:50: 2583.12: 19.36:vit_b_16:FP32
gpu_openvino:50: 5532.15: 9.04:vit_b_16:FP32
cpu_openvino:50: 846.47: 59.07:vgg11:FP32
gpu_openvino:50: 1390.00: 35.97:vgg11:FP32
cpu_openvino:50: 530.97: 94.17:resnet50:FP32
gpu_openvino:50: 968.81: 51.61:resnet50:FP32
cpu_openvino:100: 4768.38: 20.97:vit_b_16:FP32
gpu_openvino:100: 11047.93: 9.05:vit_b_16:FP32
cpu_openvino:100: 1665.65: 60.04:vgg11:FP32
gpu_openvino:100: 2776.95: 36.01:vgg11:FP32
cpu_openvino:100: 1132.55: 88.30:resnet50:FP32
gpu_openvino:100: 1928.17: 51.86:resnet50:FP32
