cpu_openvino:1: 35.15: 28.45:vit_b_16:FP16
cpu_openvino:1: 27.76: 36.03:vgg11:FP16
cpu_openvino:1: 12.18: 82.11:resnet50:FP16
cpu_openvino:2: 98.79: 20.24:vit_b_16:FP16
cpu_openvino:2: 46.32: 43.18:vgg11:FP16
cpu_openvino:2: 20.26: 98.72:resnet50:FP16
cpu_openvino:4: 142.42: 28.09:vit_b_16:FP16
cpu_openvino:4: 79.95: 50.03:vgg11:FP16
cpu_openvino:4: 34.46: 116.08:resnet50:FP16
cpu_openvino:6: 190.14: 31.56:vit_b_16:FP16
cpu_openvino:6: 107.80: 55.66:vgg11:FP16
cpu_openvino:6: 57.44: 104.46:resnet50:FP16
cpu_openvino:8: 237.71: 33.65:vit_b_16:FP16
cpu_openvino:8: 141.88: 56.38:vgg11:FP16
cpu_openvino:8: 72.78: 109.93:resnet50:FP16
cpu_openvino:10: 336.32: 29.73:vit_b_16:FP16
cpu_openvino:10: 181.08: 55.22:vgg11:FP16
cpu_openvino:10: 87.25: 114.61:resnet50:FP16
cpu_openvino:20: 661.03: 30.26:vit_b_16:FP16
cpu_openvino:20: 275.18: 72.68:vgg11:FP16
cpu_openvino:20: 202.39: 98.82:resnet50:FP16
cpu_openvino:50: 1905.32: 26.24:vit_b_16:FP16
cpu_openvino:50: 653.25: 76.54:vgg11:FP16
cpu_openvino:50: 492.27: 101.57:resnet50:FP16
cpu_openvino:100: 4046.81: 24.71:vit_b_16:FP16
cpu_openvino:100: 1354.83: 73.81:vgg11:FP16
cpu_openvino:100: 1004.19: 99.58:resnet50:FP16
cpu_openvino:1: 38.98: 25.65:vit_b_16:FP32
cpu_openvino:1: 26.72: 37.42:vgg11:FP32
cpu_openvino:1: 11.70: 85.46:resnet50:FP32
cpu_openvino:2: 94.37: 21.19:vit_b_16:FP32
cpu_openvino:2: 40.12: 49.85:vgg11:FP32
cpu_openvino:2: 19.94: 100.30:resnet50:FP32
cpu_openvino:4: 144.24: 27.73:vit_b_16:FP32
cpu_openvino:4: 80.34: 49.79:vgg11:FP32
cpu_openvino:4: 36.57: 109.37:resnet50:FP32
cpu_openvino:6: 205.85: 29.15:vit_b_16:FP32
cpu_openvino:6: 102.42: 58.59:vgg11:FP32
cpu_openvino:6: 59.20: 101.36:resnet50:FP32
cpu_openvino:8: 248.17: 32.24:vit_b_16:FP32
cpu_openvino:8: 135.76: 58.93:vgg11:FP32
cpu_openvino:8: 70.86: 112.90:resnet50:FP32
cpu_openvino:10: 334.49: 29.90:vit_b_16:FP32
cpu_openvino:10: 186.04: 53.75:vgg11:FP32
cpu_openvino:10: 98.82: 101.19:resnet50:FP32
cpu_openvino:20: 700.99: 28.53:vit_b_16:FP32
cpu_openvino:20: 290.12: 68.94:vgg11:FP32
cpu_openvino:20: 202.04: 98.99:resnet50:FP32
cpu_openvino:50: 1945.25: 25.70:vit_b_16:FP32
cpu_openvino:50: 697.78: 71.66:vgg11:FP32
cpu_openvino:50: 502.37: 99.53:resnet50:FP32
cpu_openvino:100: 3849.17: 25.98:vit_b_16:FP32
cpu_openvino:100: 1262.26: 79.22:vgg11:FP32
cpu_openvino:100: 980.21: 102.02:resnet50:FP32
