cpu_openvino:1: 21.23: 47.11:vit_b_16:FP16
cpu_openvino:1: 14.78: 67.64:vgg11:FP16
cpu_openvino:1: 7.60: 131.64:resnet50:FP16
cpu_openvino:2: 56.16: 35.61:vit_b_16:FP16
cpu_openvino:2: 22.65: 88.32:vgg11:FP16
cpu_openvino:2: 14.71: 136.00:resnet50:FP16
cpu_openvino:4: 82.05: 48.75:vit_b_16:FP16
cpu_openvino:4: 41.13: 97.25:vgg11:FP16
cpu_openvino:4: 27.79: 143.93:resnet50:FP16
cpu_openvino:6: 111.21: 53.95:vit_b_16:FP16
cpu_openvino:6: 54.48: 110.14:vgg11:FP16
cpu_openvino:6: 36.33: 165.15:resnet50:FP16
cpu_openvino:8: 135.71: 58.95:vit_b_16:FP16
cpu_openvino:8: 69.49: 115.12:vgg11:FP16
cpu_openvino:8: 44.83: 178.46:resnet50:FP16
cpu_openvino:10: 171.00: 58.48:vit_b_16:FP16
cpu_openvino:10: 86.22: 115.99:vgg11:FP16
cpu_openvino:10: 56.71: 176.33:resnet50:FP16
cpu_openvino:20: 288.98: 69.21:vit_b_16:FP16
cpu_openvino:20: 140.27: 142.58:vgg11:FP16
cpu_openvino:20: 101.99: 196.10:resnet50:FP16
cpu_openvino:50: 684.62: 73.03:vit_b_16:FP16
cpu_openvino:50: 344.38: 145.19:vgg11:FP16
cpu_openvino:50: 291.20: 171.70:resnet50:FP16
cpu_openvino:100: 1408.94: 70.98:vit_b_16:FP16
cpu_openvino:100: 635.46: 157.37:vgg11:FP16
cpu_openvino:100: 548.13: 182.44:resnet50:FP16
cpu_openvino:1: 23.40: 42.74:vit_b_16:FP32
cpu_openvino:1: 14.62: 68.40:vgg11:FP32
cpu_openvino:1: 8.97: 111.52:resnet50:FP32
cpu_openvino:2: 53.00: 37.73:vit_b_16:FP32
cpu_openvino:2: 23.32: 85.77:vgg11:FP32
cpu_openvino:2: 15.59: 128.26:resnet50:FP32
cpu_openvino:4: 76.36: 52.38:vit_b_16:FP32
cpu_openvino:4: 39.99: 100.03:vgg11:FP32
cpu_openvino:4: 24.17: 165.48:resnet50:FP32
cpu_openvino:6: 107.06: 56.04:vit_b_16:FP32
cpu_openvino:6: 52.12: 115.13:vgg11:FP32
cpu_openvino:6: 37.51: 159.95:resnet50:FP32
cpu_openvino:8: 126.48: 63.25:vit_b_16:FP32
cpu_openvino:8: 69.45: 115.20:vgg11:FP32
cpu_openvino:8: 40.66: 196.77:resnet50:FP32
cpu_openvino:10: 149.39: 66.94:vit_b_16:FP32
cpu_openvino:10: 85.20: 117.37:vgg11:FP32
cpu_openvino:10: 54.94: 182.02:resnet50:FP32
cpu_openvino:20: 255.16: 78.38:vit_b_16:FP32
cpu_openvino:20: 131.61: 151.96:vgg11:FP32
cpu_openvino:20: 100.54: 198.93:resnet50:FP32
cpu_openvino:50: 676.89: 73.87:vit_b_16:FP32
cpu_openvino:50: 317.97: 157.25:vgg11:FP32
cpu_openvino:50: 268.70: 186.08:resnet50:FP32
cpu_openvino:100: 1390.75: 71.90:vit_b_16:FP32
cpu_openvino:100: 633.11: 157.95:vgg11:FP32
cpu_openvino:100: 550.86: 181.53:resnet50:FP32
